b4599,EC:3.4.21.32/10.6075
b4407,EC:2.1.1.n11/10.3108
b2029,EC:2.1.1.n11/10.1424
b4154,EC:2.1.1.n11/10.7893
b1761,EC:2.1.1.n11/10.5964
b1109,EC:1.97.1.12/10.2561
b3908,EC:2.1.1.n11/10.4596
b2234,EC:2.1.1.n11/10.7045
b3417,EC:1.1.1.107/10.0364
b0928,EC:2.1.1.n11/10.1673
b3599,EC:3.4.21.32/10.8540
b0002,EC:2.1.1.n11/10.2822
b3940,EC:2.1.1.n11/10.0569
b3067,EC:3.4.21.32/10.5643
b3863,EC:2.1.1.n11/10.3833
b0383,EC:1.1.7.1/11.1502
b0344,EC:2.1.1.n11/10.4621
b2568,EC:3.4.21.32/9.7324
b0027,EC:1.1.7.1/10.2002,EC:1.2.1.58/10.2636,EC:2.1.1.n11/10.3155,EC:3.4.21.32/10.3524
b2957,EC:1.14.14.111/10.5069
b4150,EC:1.17.99.6/9.7710,EC:2.1.1.n11/9.8782
b2838,EC:2.1.1.n11/10.7600
b3956,EC:2.1.1.n11/10.6970
b0077,EC:2.1.1.n11/10.5374
b0078,EC:2.1.1.n11/10.7846
b3360,EC:2.1.1.n11/10.5255
b1263,EC:2.1.1.n11/10.4771
b0708,EC:2.1.1.n11/10.3978,EC:1.1.1.107/10.4946
b2366,EC:2.1.1.n11/10.4430
b3939,EC:2.1.1.n11/10.8552
b3806,EC:1.1.1.107/10.4844
b1613,EC:1.1.1.107/10.7225
b0026,EC:2.1.1.n11/10.2660
b2697,EC:2.1.1.n11/10.8838
b2114,EC:2.1.1.n11/10.1990
b0680,EC:2.1.1.n11/10.2678
b3744,EC:2.1.1.n11/10.7226
b0033,EC:2.1.1.n11/10.6723
b4200,EC:2.1.1.n11/10.5634,EC:3.5.4.26/10.6900
b3341,EC:2.1.1.n11/11.0849
b4033,EC:3.4.21.32/9.7921
b3396,EC:2.1.1.n11/9.2216
b0149,EC:2.1.1.n11/9.8852
b0343,EC:3.4.21.32/10.4986
b4120,EC:3.5.4.26/10.6993
b3751,EC:2.1.1.n11/10.6669
b1252,EC:2.1.1.n11/10.7532
b3035,EC:1.14.14.111/10.1241
b0929,EC:4.2.3.186/10.9859,EC:2.1.1.n11/11.0614
b4355,EC:2.1.1.n11/10.4474
b4036,EC:1.14.13.105/10.4647
b3702,EC:2.1.1.n11/10.1391
b0215,EC:2.1.1.n11/9.7057
b3813,EC:3.4.21.32/10.8699,EC:2.1.1.n11/10.8884
b0345,EC:2.1.1.n11/11.0446
b0047,EC:3.4.21.32/10.6093
b0698,EC:3.4.21.32/9.9789
b0697,EC:2.1.1.n11/11.0119
b0696,EC:3.4.21.32/10.9110
b0031,EC:2.1.1.n11/10.6021
b2507,EC:2.1.1.n11/9.9791
b1184,EC:2.1.1.n11/10.1279
b4254,EC:2.1.1.n11/10.8928
b2068,EC:2.1.1.n11/10.4128
b2947,EC:2.1.1.n11/10.2644
b4054,EC:2.1.1.n11/10.7587
b2400,EC:2.1.1.n11/10.0117
b0932,EC:2.1.1.n11/10.2739
b3772,EC:2.1.1.n11/10.0624
b3748,EC:2.1.1.n11/10.5682
b3749,EC:2.1.1.n11/9.6612
b2819,EC:2.1.1.n11/9.5244
b2509,EC:2.1.1.n11/9.4874
b2011,EC:2.1.1.n11/9.8605
b1062,EC:2.1.1.n11/9.3470
b1812,EC:2.1.1.n11/10.2159
b1611,EC:1.1.1.107/11.0582
b2212,EC:2.1.1.n11/11.1279,EC:1.97.1.12/11.2247
b3164,EC:2.1.1.n11/10.1225
b1693,EC:2.1.1.n11/10.8871
b2821,EC:1.1.1.107/10.4295
b3635,EC:2.1.1.n11/9.4430
b0049,EC:2.1.1.n11/9.9674
b1421,EC:2.1.1.n11/10.4172
b3771,EC:1.14.14.113/10.1535
b3774,EC:3.5.4.26/10.9508,EC:3.4.21.32/11.0059
b1617,EC:1.97.1.12/11.1801,EC:2.1.1.n11/11.2180,EC:7.2.2.9/11.2192
b2616,EC:2.1.1.n11/10.5388
b0584,EC:1.1.1.107/10.2779
b3064,EC:2.1.1.n11/10.1485
b3966,EC:1.1.1.346/10.9290,EC:1.1.1.218/10.9734
b2213,EC:2.1.1.n11/10.2101
b0093,EC:2.1.1.n11/9.8256
b2133,EC:2.1.1.n11/10.4440
b1711,EC:3.4.21.32/10.5082
b1709,EC:2.1.1.n11/10.1889
b1274,EC:2.1.1.n11/9.7319
b2566,EC:2.1.1.n11/9.9391
b3973,EC:2.1.1.n11/10.7627,EC:1.17.99.6/10.8621
b0470,EC:2.1.1.n11/10.1781
